,UTC,PositionStatus,Latitude,LatitudeDirection,Longitude,LongitudeDirection,Speed,TimeStamp,Date,Unknown,Zone,Label
47,170516.727,A,1301.1,N,8015.358,E,66.6,229.0,140624,0.0,W,1
48,170517.727,A,1301.087,N,8015.344,E,135.4,333.7,140624,0.0,W,1
49,170518.727,A,1301.121,N,8015.327,E,135.4,0.0,140624,0.0,W,1
50,170519.727,A,1301.121,N,8015.327,E,0.0,0.0,140624,0.0,W,1
51,170520.727,A,1301.121,N,8015.327,E,119.3,294.1,140624,0.0,W,1
52,170521.727,A,1301.135,N,8015.297,E,132.9,350.0,140624,0.0,W,1
53,170522.727,A,1301.171,N,8015.29,E,141.2,352.5,140624,0.0,W,1
54,170523.727,A,1301.21,N,8015.285,E,38.9,344.0,140624,0.0,W,1
55,170524.727,A,1301.221,N,8015.282,E,38.9,344.0,140624,0.0,W,1
56,170525.727,A,1301.231,N,8015.279,E,38.9,344.0,140624,0.0,W,1
57,170526.727,A,1301.241,N,8015.276,E,38.9,344.0,140624,0.0,W,1
58,170527.727,A,1301.252,N,8015.273,E,38.9,344.0,140624,0.0,W,1
59,170528.727,A,1301.262,N,8015.27,E,38.9,344.0,140624,0.0,W,1
60,170529.727,A,1301.272,N,8015.267,E,38.9,344.0,140624,0.0,W,1
61,170530.727,A,1301.283,N,8015.264,E,38.9,344.0,140624,0.0,W,1
62,170531.727,A,1301.293,N,8015.261,E,38.9,344.0,140624,0.0,W,1
63,170532.727,A,1301.304,N,8015.258,E,38.9,344.0,140624,0.0,W,1
64,170533.727,A,1301.314,N,8015.255,E,38.9,344.0,140624,0.0,W,1
65,170534.727,A,1301.324,N,8015.252,E,38.9,344.0,140624,0.0,W,1
66,170535.727,A,1301.335,N,8015.249,E,38.9,29.8,140624,0.0,W,1
67,170536.727,A,1301.344,N,8015.255,E,38.9,29.8,140624,0.0,W,1
68,170537.727,A,1301.354,N,8015.26,E,38.9,29.8,140624,0.0,W,1
69,170538.727,A,1301.363,N,8015.265,E,38.9,29.8,140624,0.0,W,1
70,170539.727,A,1301.373,N,8015.271,E,38.9,29.8,140624,0.0,W,1
71,170540.727,A,1301.382,N,8015.276,E,38.9,29.8,140624,0.0,W,1
72,170541.727,A,1301.391,N,8015.282,E,38.9,29.8,140624,0.0,W,1
73,170542.727,A,1301.401,N,8015.287,E,38.9,29.8,140624,0.0,W,1
74,170543.727,A,1301.41,N,8015.292,E,38.9,29.8,140624,0.0,W,1
75,170544.727,A,1301.42,N,8015.298,E,38.9,29.8,140624,0.0,W,1
76,170545.727,A,1301.429,N,8015.303,E,38.9,29.8,140624,0.0,W,1
77,170546.727,A,1301.438,N,8015.309,E,38.9,29.8,140624,0.0,W,1
78,170547.727,A,1301.448,N,8015.314,E,38.9,29.8,140624,0.0,W,1
79,170548.727,A,1301.457,N,8015.319,E,38.9,29.8,140624,0.0,W,1
80,170549.727,A,1301.467,N,8015.325,E,38.9,308.9,140624,0.0,W,1
81,170550.727,A,1301.474,N,8015.316,E,38.9,308.9,140624,0.0,W,1
82,170551.727,A,1301.481,N,8015.308,E,38.9,308.9,140624,0.0,W,1
83,170552.727,A,1301.487,N,8015.299,E,38.9,308.9,140624,0.0,W,1
84,170553.727,A,1301.494,N,8015.291,E,38.9,186.5,140624,0.0,W,1
85,170554.727,A,1301.484,N,8015.29,E,38.9,186.5,140624,0.0,W,1
86,170555.727,A,1301.473,N,8015.288,E,38.9,186.5,140624,0.0,W,1
87,170556.727,A,1301.462,N,8015.287,E,38.9,211.0,140624,0.0,W,1
88,170557.727,A,1301.453,N,8015.281,E,38.9,211.0,140624,0.0,W,1
89,170558.727,A,1301.443,N,8015.276,E,38.9,211.0,140624,0.0,W,1
90,170559.727,A,1301.434,N,8015.27,E,38.9,211.0,140624,0.0,W,1
91,170600.727,A,1301.425,N,8015.265,E,38.9,202.3,140624,0.0,W,1
92,170601.727,A,1301.415,N,8015.261,E,38.9,202.3,140624,0.0,W,1
93,170602.727,A,1301.405,N,8015.256,E,38.9,202.3,140624,0.0,W,1
94,170603.727,A,1301.395,N,8015.252,E,38.9,202.3,140624,0.0,W,1
95,170604.727,A,1301.385,N,8015.248,E,38.9,202.3,140624,0.0,W,1
96,170605.727,A,1301.375,N,8015.244,E,38.9,202.3,140624,0.0,W,1
97,170606.727,A,1301.365,N,8015.24,E,38.9,202.3,140624,0.0,W,1
98,170607.727,A,1301.355,N,8015.236,E,38.9,202.3,140624,0.0,W,1
99,170608.727,A,1301.345,N,8015.232,E,38.9,202.3,140624,0.0,W,1
100,170609.727,A,1301.335,N,8015.228,E,38.9,166.2,140624,0.0,W,1
101,170610.727,A,1301.324,N,8015.23,E,38.9,166.2,140624,0.0,W,1
102,170611.727,A,1301.314,N,8015.233,E,38.9,166.2,140624,0.0,W,1
103,170612.727,A,1301.303,N,8015.235,E,38.9,166.2,140624,0.0,W,1
104,170613.727,A,1301.293,N,8015.238,E,38.9,166.2,140624,0.0,W,1
105,170614.727,A,1301.282,N,8015.241,E,38.9,166.2,140624,0.0,W,1
106,170615.727,A,1301.272,N,8015.243,E,38.9,166.2,140624,0.0,W,1
107,170616.727,A,1301.261,N,8015.246,E,38.9,166.2,140624,0.0,W,1
108,170617.727,A,1301.251,N,8015.248,E,38.9,169.5,140624,0.0,W,1
109,170618.727,A,1301.24,N,8015.25,E,38.9,169.5,140624,0.0,W,1
110,170619.727,A,1301.229,N,8015.252,E,38.9,169.5,140624,0.0,W,1
111,170620.727,A,1301.219,N,8015.254,E,38.9,169.5,140624,0.0,W,1
112,170621.727,A,1301.208,N,8015.256,E,38.9,169.5,140624,0.0,W,1
113,170622.727,A,1301.198,N,8015.258,E,38.9,152.9,140624,0.0,W,1
114,170623.727,A,1301.188,N,8015.263,E,38.9,152.9,140624,0.0,W,1
115,170624.727,A,1301.178,N,8015.268,E,38.9,152.9,140624,0.0,W,1
116,170625.727,A,1301.169,N,8015.273,E,38.9,152.9,140624,0.0,W,1
117,170626.727,A,1301.159,N,8015.278,E,38.9,152.9,140624,0.0,W,1
118,170627.727,A,1301.149,N,8015.283,E,38.9,152.9,140624,0.0,W,1
119,170628.727,A,1301.14,N,8015.288,E,38.9,152.9,140624,0.0,W,1
120,170629.727,A,1301.13,N,8015.293,E,38.9,152.9,140624,0.0,W,1
121,170630.727,A,1301.12,N,8015.298,E,38.9,152.9,140624,0.0,W,1
122,170631.727,A,1301.111,N,8015.303,E,38.9,309.9,140624,0.0,W,1
123,170632.727,A,1301.118,N,8015.294,E,38.9,309.9,140624,0.0,W,1
124,170633.727,A,1301.125,N,8015.286,E,38.9,309.9,140624,0.0,W,1
125,170634.727,A,1301.132,N,8015.277,E,38.9,309.9,140624,0.0,W,1
126,170635.727,A,1301.139,N,8015.269,E,38.9,309.9,140624,0.0,W,1
127,170636.727,A,1301.146,N,8015.261,E,38.9,309.9,140624,0.0,W,1
128,170637.727,A,1301.153,N,8015.252,E,38.9,309.9,140624,0.0,W,1
129,170638.727,A,1301.16,N,8015.244,E,38.9,330.6,140624,0.0,W,1
130,170639.727,A,1301.169,N,8015.238,E,38.9,330.6,140624,0.0,W,1
131,170640.727,A,1301.179,N,8015.233,E,38.9,330.6,140624,0.0,W,1
132,170641.727,A,1301.188,N,8015.228,E,38.9,330.6,140624,0.0,W,1
133,170642.727,A,1301.198,N,8015.222,E,38.9,330.6,140624,0.0,W,1
134,170643.727,A,1301.207,N,8015.217,E,38.9,330.6,140624,0.0,W,1
135,170644.727,A,1301.217,N,8015.212,E,38.9,330.6,140624,0.0,W,1
136,170645.727,A,1301.226,N,8015.206,E,38.9,353.2,140624,0.0,W,1
137,170646.727,A,1301.237,N,8015.205,E,38.9,353.2,140624,0.0,W,1
138,170647.727,A,1301.247,N,8015.204,E,38.9,353.2,140624,0.0,W,1
139,170648.727,A,1301.258,N,8015.202,E,38.9,353.2,140624,0.0,W,1
140,170649.727,A,1301.269,N,8015.201,E,38.9,353.2,140624,0.0,W,1
141,170650.727,A,1301.28,N,8015.2,E,38.9,353.2,140624,0.0,W,1
142,170651.727,A,1301.29,N,8015.199,E,38.9,353.2,140624,0.0,W,1
143,170652.727,A,1301.301,N,8015.197,E,38.9,8.0,140624,0.0,W,1
144,170653.727,A,1301.312,N,8015.199,E,38.9,8.0,140624,0.0,W,1
145,170654.727,A,1301.322,N,8015.2,E,38.9,8.0,140624,0.0,W,1
146,170655.727,A,1301.333,N,8015.202,E,38.9,8.0,140624,0.0,W,1
147,170656.727,A,1301.344,N,8015.203,E,38.9,8.0,140624,0.0,W,1
148,170657.727,A,1301.355,N,8015.205,E,38.9,8.0,140624,0.0,W,1
149,170658.727,A,1301.365,N,8015.206,E,38.9,8.0,140624,0.0,W,1
150,170659.727,A,1301.376,N,8015.208,E,38.9,8.0,140624,0.0,W,1
151,170700.727,A,1301.387,N,8015.209,E,38.9,8.0,140624,0.0,W,1
152,170701.727,A,1301.397,N,8015.211,E,38.9,8.0,140624,0.0,W,1
153,170702.727,A,1301.408,N,8015.212,E,38.9,8.0,140624,0.0,W,1
154,170703.727,A,1301.419,N,8015.214,E,38.9,8.0,140624,0.0,W,1
155,170704.727,A,1301.429,N,8015.215,E,38.9,8.0,140624,0.0,W,1
156,170705.727,A,1301.44,N,8015.217,E,38.9,31.1,140624,0.0,W,1
157,170706.727,A,1301.449,N,8015.222,E,38.9,31.1,140624,0.0,W,1
158,170707.727,A,1301.459,N,8015.228,E,38.9,31.1,140624,0.0,W,1
159,170708.727,A,1301.468,N,8015.234,E,38.9,31.1,140624,0.0,W,1
160,170709.727,A,1301.477,N,8015.239,E,38.9,31.1,140624,0.0,W,1
161,170710.727,A,1301.487,N,8015.245,E,38.9,31.1,140624,0.0,W,1
162,170711.727,A,1301.496,N,8015.251,E,38.9,31.1,140624,0.0,W,1
163,170712.727,A,1301.505,N,8015.256,E,38.9,102.0,140624,0.0,W,1
164,170713.727,A,1301.503,N,8015.267,E,38.9,102.0,140624,0.0,W,1
165,170714.727,A,1301.501,N,8015.278,E,38.9,102.0,140624,0.0,W,1
166,170715.727,A,1301.498,N,8015.289,E,38.9,102.0,140624,0.0,W,1
167,170716.727,A,1301.496,N,8015.299,E,38.9,102.0,140624,0.0,W,1
168,170717.727,A,1301.494,N,8015.31,E,38.9,102.0,140624,0.0,W,1
169,170718.727,A,1301.491,N,8015.321,E,38.9,102.0,140624,0.0,W,1
170,170719.727,A,1301.489,N,8015.332,E,38.9,102.0,140624,0.0,W,1
171,170720.727,A,1301.487,N,8015.343,E,38.9,102.0,140624,0.0,W,1
172,170721.727,A,1301.485,N,8015.354,E,38.9,204.5,140624,0.0,W,1
173,170722.727,A,1301.475,N,8015.349,E,38.9,204.5,140624,0.0,W,1
174,170723.727,A,1301.465,N,8015.345,E,38.9,204.5,140624,0.0,W,1
175,170724.727,A,1301.455,N,8015.34,E,38.9,204.5,140624,0.0,W,1
176,170725.727,A,1301.445,N,8015.336,E,38.9,204.5,140624,0.0,W,1
177,170726.727,A,1301.435,N,8015.331,E,38.9,204.5,140624,0.0,W,1
178,170727.727,A,1301.425,N,8015.327,E,38.9,204.5,140624,0.0,W,1
179,170728.727,A,1301.415,N,8015.322,E,38.9,204.5,140624,0.0,W,1
180,170729.727,A,1301.406,N,8015.318,E,38.9,204.5,140624,0.0,W,1
181,170730.727,A,1301.396,N,8015.313,E,38.9,204.5,140624,0.0,W,1
182,170731.727,A,1301.386,N,8015.309,E,38.9,197.4,140624,0.0,W,1
183,170732.727,A,1301.376,N,8015.305,E,38.9,197.4,140624,0.0,W,1
184,170733.727,A,1301.365,N,8015.302,E,38.9,197.4,140624,0.0,W,1
185,170734.727,A,1301.355,N,8015.299,E,38.9,197.4,140624,0.0,W,1
186,170735.727,A,1301.345,N,8015.296,E,38.9,197.4,140624,0.0,W,1
187,170736.727,A,1301.334,N,8015.292,E,38.9,197.4,140624,0.0,W,1
188,170737.727,A,1301.324,N,8015.289,E,38.9,197.4,140624,0.0,W,1
189,170738.727,A,1301.314,N,8015.286,E,38.9,197.4,140624,0.0,W,1
190,170739.727,A,1301.303,N,8015.283,E,38.9,197.4,140624,0.0,W,1
191,170740.727,A,1301.293,N,8015.279,E,38.9,162.0,140624,0.0,W,1
192,170741.727,A,1301.283,N,8015.283,E,38.9,162.0,140624,0.0,W,1
193,170742.727,A,1301.272,N,8015.286,E,38.9,162.0,140624,0.0,W,1
194,170743.727,A,1301.262,N,8015.289,E,38.9,162.0,140624,0.0,W,1
195,170744.727,A,1301.252,N,8015.293,E,38.9,162.0,140624,0.0,W,1
196,170745.727,A,1301.242,N,8015.296,E,38.9,162.0,140624,0.0,W,1
197,170746.727,A,1301.231,N,8015.299,E,38.9,162.0,140624,0.0,W,1
198,170747.727,A,1301.221,N,8015.303,E,38.9,162.0,140624,0.0,W,1
199,170748.727,A,1301.211,N,8015.306,E,38.9,162.0,140624,0.0,W,1
200,170749.727,A,1301.2,N,8015.309,E,38.9,162.0,140624,0.0,W,1
201,170750.727,A,1301.19,N,8015.313,E,38.9,162.0,140624,0.0,W,1
202,170751.727,A,1301.18,N,8015.316,E,38.9,113.0,140624,0.0,W,1
203,170752.727,A,1301.176,N,8015.326,E,38.9,113.0,140624,0.0,W,1
204,170753.727,A,1301.171,N,8015.336,E,38.9,113.0,140624,0.0,W,1
205,170754.727,A,1301.167,N,8015.347,E,38.9,113.0,140624,0.0,W,1
206,170755.727,A,1301.163,N,8015.357,E,38.9,3.1,140624,0.0,W,1
207,170756.727,A,1301.173,N,8015.357,E,38.9,3.1,140624,0.0,W,1
208,170757.727,A,1301.184,N,8015.358,E,38.9,3.1,140624,0.0,W,1
209,170758.727,A,1301.195,N,8015.358,E,38.9,3.1,140624,0.0,W,1
210,170759.727,A,1301.206,N,8015.359,E,38.9,3.1,140624,0.0,W,1
211,170800.727,A,1301.217,N,8015.36,E,38.9,3.1,140624,0.0,W,1
212,170801.727,A,1301.227,N,8015.36,E,38.9,3.1,140624,0.0,W,1
213,170802.727,A,1301.238,N,8015.361,E,38.9,221.1,140624,0.0,W,1
214,170803.727,A,1301.23,N,8015.354,E,38.9,221.1,140624,0.0,W,1
215,170804.727,A,1301.222,N,8015.346,E,38.9,221.1,140624,0.0,W,1
216,170805.727,A,1301.213,N,8015.339,E,38.9,221.1,140624,0.0,W,1
217,170806.727,A,1301.205,N,8015.332,E,38.9,348.1,140624,0.0,W,1
218,170807.727,A,1301.216,N,8015.33,E,38.9,348.1,140624,0.0,W,1
219,170808.727,A,1301.226,N,8015.328,E,38.9,348.1,140624,0.0,W,1
220,170809.727,A,1301.237,N,8015.325,E,38.9,348.1,140624,0.0,W,1
221,170810.727,A,1301.247,N,8015.323,E,38.9,348.1,140624,0.0,W,1
222,170811.727,A,1301.258,N,8015.321,E,38.9,348.1,140624,0.0,W,1
223,170812.727,A,1301.269,N,8015.319,E,38.9,348.1,140624,0.0,W,1
224,170813.727,A,1301.279,N,8015.316,E,38.9,15.2,140624,0.0,W,1
225,170814.727,A,1301.29,N,8015.319,E,38.9,15.2,140624,0.0,W,1
226,170815.727,A,1301.3,N,8015.322,E,38.9,15.2,140624,0.0,W,1
227,170816.727,A,1301.31,N,8015.325,E,38.9,15.2,140624,0.0,W,1
228,170817.727,A,1301.321,N,8015.328,E,38.9,15.2,140624,0.0,W,1
229,170818.727,A,1301.331,N,8015.331,E,38.9,15.2,140624,0.0,W,1
230,170819.727,A,1301.342,N,8015.333,E,38.9,15.2,140624,0.0,W,1
231,170820.727,A,1301.352,N,8015.336,E,38.9,7.2,140624,0.0,W,1
232,170821.727,A,1301.363,N,8015.338,E,38.9,7.2,140624,0.0,W,1
233,170822.727,A,1301.374,N,8015.339,E,38.9,7.2,140624,0.0,W,1
234,170823.727,A,1301.384,N,8015.34,E,38.9,7.2,140624,0.0,W,1
235,170824.727,A,1301.395,N,8015.342,E,38.9,7.2,140624,0.0,W,1
236,170825.727,A,1301.406,N,8015.343,E,38.9,7.2,140624,0.0,W,1
237,170826.727,A,1301.416,N,8015.344,E,38.9,35.6,140624,0.0,W,1
238,170827.727,A,1301.425,N,8015.351,E,38.9,35.6,140624,0.0,W,1
239,170828.727,A,1301.434,N,8015.357,E,38.9,35.6,140624,0.0,W,1
240,170829.727,A,1301.443,N,8015.363,E,38.9,35.6,140624,0.0,W,1
241,170830.727,A,1301.452,N,8015.37,E,38.9,35.6,140624,0.0,W,1
242,170831.727,A,1301.461,N,8015.376,E,38.9,46.3,140624,0.0,W,1
243,170832.727,A,1301.468,N,8015.384,E,38.9,46.3,140624,0.0,W,1
244,170833.727,A,1301.476,N,8015.392,E,38.9,46.3,140624,0.0,W,1
245,170834.727,A,1301.483,N,8015.4,E,38.9,46.3,140624,0.0,W,1
246,170835.727,A,1301.491,N,8015.408,E,38.9,46.3,140624,0.0,W,1
247,170836.727,A,1301.498,N,8015.416,E,38.9,46.3,140624,0.0,W,1
248,170837.727,A,1301.506,N,8015.423,E,38.9,46.3,140624,0.0,W,1
249,170838.727,A,1301.514,N,8015.431,E,38.9,46.3,140624,0.0,W,1
250,170839.727,A,1301.521,N,8015.439,E,38.9,46.3,140624,0.0,W,1
251,170840.727,A,1301.529,N,8015.447,E,38.9,307.1,140624,0.0,W,1
252,170841.727,A,1301.535,N,8015.438,E,38.9,307.1,140624,0.0,W,1
253,170842.727,A,1301.542,N,8015.43,E,38.9,307.1,140624,0.0,W,1
254,170843.727,A,1301.549,N,8015.421,E,38.9,307.1,140624,0.0,W,1
255,170844.727,A,1301.555,N,8015.412,E,38.9,307.1,140624,0.0,W,1
256,170845.727,A,1301.562,N,8015.403,E,38.9,170.2,140624,0.0,W,1
257,170846.727,A,1301.551,N,8015.405,E,38.9,170.2,140624,0.0,W,1
258,170847.727,A,1301.54,N,8015.407,E,38.9,170.2,140624,0.0,W,1
259,170848.727,A,1301.53,N,8015.409,E,38.9,290.9,140624,0.0,W,1
260,170849.727,A,1301.534,N,8015.399,E,38.9,290.9,140624,0.0,W,1
261,170850.727,A,1301.538,N,8015.388,E,38.9,290.9,140624,0.0,W,1
262,170851.727,A,1301.542,N,8015.378,E,38.9,290.9,140624,0.0,W,1
263,170852.727,A,1301.546,N,8015.368,E,38.9,290.9,140624,0.0,W,1
264,170853.727,A,1301.549,N,8015.357,E,38.9,290.9,140624,0.0,W,1
265,170854.727,A,1301.553,N,8015.347,E,38.9,290.9,140624,0.0,W,1
266,170855.727,A,1301.557,N,8015.337,E,38.9,290.9,140624,0.0,W,1
267,170856.727,A,1301.561,N,8015.326,E,38.9,290.9,140624,0.0,W,1
268,170857.727,A,1301.565,N,8015.316,E,38.9,26.6,140624,0.0,W,1
269,170858.727,A,1301.575,N,8015.321,E,38.9,26.6,140624,0.0,W,1
270,170859.727,A,1301.585,N,8015.326,E,38.9,27.0,140624,0.0,W,1
271,170900.727,A,1301.594,N,8015.331,E,38.9,27.0,140624,0.0,W,1
272,170901.727,A,1301.604,N,8015.336,E,38.9,27.0,140624,0.0,W,1
273,170902.727,A,1301.614,N,8015.341,E,38.9,146.3,140624,0.0,W,1
274,170903.727,A,1301.605,N,8015.347,E,38.9,146.3,140624,0.0,W,1
275,170904.727,A,1301.595,N,8015.353,E,38.9,146.3,140624,0.0,W,1
276,170905.727,A,1301.586,N,8015.359,E,38.9,146.3,140624,0.0,W,1
277,170906.727,A,1301.577,N,8015.365,E,38.9,65.1,140624,0.0,W,1
278,170907.727,A,1301.582,N,8015.375,E,38.9,65.1,140624,0.0,W,1
279,170908.727,A,1301.587,N,8015.385,E,38.9,65.1,140624,0.0,W,1
280,170909.727,A,1301.591,N,8015.395,E,38.9,65.1,140624,0.0,W,1
281,170910.727,A,1301.596,N,8015.405,E,38.9,65.1,140624,0.0,W,1
282,170911.727,A,1301.601,N,8015.415,E,38.9,65.1,140624,0.0,W,1
283,170912.727,A,1301.605,N,8015.425,E,38.9,280.1,140624,0.0,W,1
284,170913.727,A,1301.607,N,8015.414,E,38.9,280.1,140624,0.0,W,1
285,170914.727,A,1301.609,N,8015.403,E,38.9,280.1,140624,0.0,W,1
286,170915.727,A,1301.611,N,8015.392,E,38.9,280.1,140624,0.0,W,1
287,170916.727,A,1301.613,N,8015.381,E,38.9,81.7,140624,0.0,W,1
288,170917.727,A,1301.615,N,8015.392,E,38.9,81.7,140624,0.0,W,1
289,170918.727,A,1301.616,N,8015.403,E,38.9,81.7,140624,0.0,W,1
290,170919.727,A,1301.618,N,8015.414,E,38.9,81.7,140624,0.0,W,1
291,170920.727,A,1301.619,N,8015.425,E,38.9,81.7,140624,0.0,W,1
292,170921.727,A,1301.621,N,8015.436,E,38.9,81.7,140624,0.0,W,1
293,170922.727,A,1301.623,N,8015.447,E,38.9,81.7,140624,0.0,W,1
294,170923.727,A,1301.624,N,8015.458,E,38.9,84.9,140624,0.0,W,1
295,170924.727,A,1301.625,N,8015.469,E,38.9,84.9,140624,0.0,W,1
296,170925.727,A,1301.626,N,8015.48,E,38.9,84.9,140624,0.0,W,1
297,170926.727,A,1301.627,N,8015.491,E,38.9,84.9,140624,0.0,W,1
298,170927.727,A,1301.628,N,8015.502,E,38.9,84.9,140624,0.0,W,1
299,170928.727,A,1301.629,N,8015.513,E,38.9,84.9,140624,0.0,W,1
300,170929.727,A,1301.63,N,8015.524,E,38.9,246.5,140624,0.0,W,1
301,170930.727,A,1301.626,N,8015.514,E,38.9,246.5,140624,0.0,W,1
302,170931.727,A,1301.621,N,8015.504,E,38.9,246.5,140624,0.0,W,1
303,170932.727,A,1301.617,N,8015.494,E,38.9,246.5,140624,0.0,W,1
304,170933.727,A,1301.612,N,8015.484,E,38.9,246.5,140624,0.0,W,1
305,170934.727,A,1301.608,N,8015.473,E,38.9,246.5,140624,0.0,W,1
306,170935.727,A,1301.604,N,8015.463,E,38.9,246.5,140624,0.0,W,1
307,170936.727,A,1301.599,N,8015.453,E,38.9,183.6,140624,0.0,W,1
308,170937.727,A,1301.589,N,8015.453,E,38.9,183.6,140624,0.0,W,1
309,170938.727,A,1301.578,N,8015.452,E,38.9,183.6,140624,0.0,W,1
310,170939.727,A,1301.567,N,8015.451,E,38.9,183.6,140624,0.0,W,1
311,170940.727,A,1301.556,N,8015.451,E,38.9,49.3,140624,0.0,W,1
312,170941.727,A,1301.563,N,8015.459,E,38.9,49.3,140624,0.0,W,1
313,170942.727,A,1301.57,N,8015.467,E,38.9,49.3,140624,0.0,W,1
314,170943.727,A,1301.578,N,8015.475,E,38.9,49.3,140624,0.0,W,1
315,170944.727,A,1301.585,N,8015.484,E,38.9,49.3,140624,0.0,W,1
316,170945.727,A,1301.592,N,8015.492,E,38.9,49.3,140624,0.0,W,1
317,170946.727,A,1301.599,N,8015.5,E,38.9,49.3,140624,0.0,W,1
318,170947.727,A,1301.606,N,8015.509,E,38.9,209.5,140624,0.0,W,1
319,170948.727,A,1301.597,N,8015.503,E,38.9,209.5,140624,0.0,W,1
320,170949.727,A,1301.587,N,8015.498,E,38.9,209.5,140624,0.0,W,1
321,170950.727,A,1301.578,N,8015.493,E,38.9,209.5,140624,0.0,W,1
322,170951.727,A,1301.568,N,8015.487,E,38.9,209.5,140624,0.0,W,1
323,170952.727,A,1301.559,N,8015.482,E,38.9,209.5,140624,0.0,W,1
324,170953.727,A,1301.549,N,8015.477,E,38.9,203.8,140624,0.0,W,1
325,170954.727,A,1301.54,N,8015.472,E,38.9,203.8,140624,0.0,W,1
326,170955.727,A,1301.53,N,8015.468,E,38.9,203.8,140624,0.0,W,1
327,170956.727,A,1301.52,N,8015.464,E,38.9,203.8,140624,0.0,W,1
328,170957.727,A,1301.51,N,8015.459,E,38.9,203.8,140624,0.0,W,1
329,170958.727,A,1301.5,N,8015.455,E,38.9,228.8,140624,0.0,W,1
